videoId,commentId,author,text,likeCount,replyCount,supportive,toxic,level,obscene,insult,threat,personal
wGveGtf3uuE,UgyBKvQeaeNb0UXEpnJ4AaABAg,林建婷,為何你們會有這麼多錢,0,0,0,0,0,0,0,0,0
wGveGtf3uuE,UgyFTVrbp4rVHw_k8Fp4AaABAg,若綺,8:34  我好像看到恩妃的小肚肚了????,0,0,0.7,0,0.7,0,0,0,0
wGveGtf3uuE,Ugz6tO_Fnre6sfBGESR4AaABAg,沒有用戶,"為什麼是崇崇跟彩華姐睡
小粉紅每次都跟恩妃睡??",0,0,0.7,0,0.7,0,0,0,0
wGveGtf3uuE,Ugz3eunE_xNCOkRKN-R4AaABAg,muieng ong,?她?,0,0,1,0,0.7,0,0,0,0
wGveGtf3uuE,UgwGsEuQuh8fSlApEYd4AaABAg,Soleil et Courage,這一期要笑死我,0,0,0.8,0,0.5,0,0,0,0
wGveGtf3uuE,UgxsjFf_r71DqA-1D5B4AaABAg,North Odin,03:26 崇崇牽著Ariel的手緊貼在心口上...,0,0,0,0,0,0,0,0,0
wGveGtf3uuE,UgxR2v5HXfL5oZG_aF14AaABAg,凡,3:27偷牽手喔,0,0,0,0,0,0,0,0,0
wGveGtf3uuE,Ugxd2iqlK6J6YVyvY994AaABAg,尤啊冰,導遊好帥,0,0,1,0,0.6,0,0,0,0
wGveGtf3uuE,Ugyf3OD7f8Pok3GWNut4AaABAg,粥成汗,5:29 恩妃太性感了吧!!,0,0,1,0,1,0,0,0,0
wGveGtf3uuE,UgxXp3mAyHjIW0xUPYl4AaABAg,王阿陽,wow 好棒??羨慕啊~,0,0,1,0,0.7,0,0,0,0
wGveGtf3uuE,UgyPkd1n-FDwsew8O_R4AaABAg,楊家穎,3：24額怎麼回事??,0,0,0.7,0,0.6,0,0,0,0
wGveGtf3uuE,UgzxM-xUbX8XyDP33gp4AaABAg,楊家穎,Ariel 說的那台神幾是什麼？,0,0,0,0,0,0,0,0,0
wGveGtf3uuE,Ugz19Bv3P_qmsevptcx4AaABAg,Zhian Lin,不覺得Allen跟竇驍也超像嗎？??????,0,0,0.7,0,0.6,0,0,0,0
wGveGtf3uuE,UgxhYG5p1RZRV9hckvp4AaABAg,ZI ZI,突然間覺得彩華跟崇崇很搭????,0,0,0.7,0,0.6,0,0,0,0
wGveGtf3uuE,UgyGuWkTrxdMxVGaOJV4AaABAg,justin ke,重複一直看總會有許多驚喜 8:36 ，感覺會被恩妃殺掉哈哈哈,1,0,0.8,0,0.8,0,0,0,0
wGveGtf3uuE,UgxMfhKDgL_1NTt9rZV4AaABAg,游政瑒,"彩樺 好美唷  
可惡 我太晚加入這個頻道惹 
我已經在一部一部追追了",0,0,1,0,1,0,0,0,0
wGveGtf3uuE,UgwSSJhZdVlYdmNL4ol4AaABAg,Zhang翅膀.,3:24 那手!!!!!,0,0,0,0,0,0,0,0,0
wGveGtf3uuE,UgyXP0CrG4d_2vFwJFt4AaABAg,Shannie Liu,彩樺有公開ig嗎？彩樺好美呀∼,0,0,1,0,0.8,0,0,0,0
wGveGtf3uuE,UgypwMacHnYTIBCd1np4AaABAg,Mia Kung,"首播 &  二刷完畢
每看一次連趕報告都心情愉悅起來",0,0,1,0,1,0,0,0,0
wGveGtf3uuE,UgyEGwIpzqgmVPW0UkR4AaABAg,YiChenAngus Chung,豆腐鯊才不會怎樣啦ＸＤ,0,0,0.7,0,0.6,0,0,0,0
wGveGtf3uuE,UgyR1YN4UdA4Wn2JNTt4AaABAg,馮瑞翔,想知道彩華的fb,0,0,0.7,0,0.7,0,0,0,0
wGveGtf3uuE,UgxsVrLk5GFzoo3kNwV4AaABAg,Echo艾可,彩樺姐回來了 終於等到整個系列都出完了??,0,0,0.4,0,0.6,0,0,0,0
wGveGtf3uuE,Ugx_8HImc0LIf0EKYkN4AaABAg,N n cute,有沒有彩樺IG or YT ?,0,0,0,0,0,0,0,0,0
wGveGtf3uuE,UgymTSc3rKkoNZ0n2Ex4AaABAg,陳佩,最終回了 在把所有重看一次??,0,0,0.8,0,0.8,0,0,0,0
