videoId,commentId,author,text,likeCount,replyCount,supportive,toxic,level,obscene,insult,threat,personal
7Kkh75trAY4,UgzklTslnc3EVQca0BV4AaABAg,這群人TGOP,誰遇過更扯的!大聲說出來~,5300,139,0,0,0,0,0,0,0
7Kkh75trAY4,UgydAhSNhbTqMOHBe154AaABAg,禰豆子,屌虐，單身狗,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgwOr8PK39famPuRifF4AaABAg,主寧,早餐店自己塗巧克力笑死我了哈哈,0,0,0.7,0,0.3,0,0,0,0
7Kkh75trAY4,Ugy3QkJlGmP0Vc4rXBh4AaABAg,免費仔,"我還以為早餐店的是 吵架..
我滿常遇到夫妻開店賣吃的 
結果常常會吵架 哈哈",0,0,0,0,0.3,0,0,0,0
7Kkh75trAY4,UgxkUwFM7NCveM16oTt4AaABAg,戰哥最愛,早餐店超靠腰的😂😂😂,0,0,0.6,0,0.4,0,0,0,0
7Kkh75trAY4,UgxxZ7G2IOYlPdf5Erp4AaABAg,比菲,"8:30 他們這放閃
真的讓人超討厭的耶
你也覺得嗎+我LINEkitty.6612",0,0,0,0,0,0,0,0,0
7Kkh75trAY4,Ugz-RmMkM2_ysZlie6R4AaABAg,林清富,想加入和作很馨福爱贴文,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgyDAnHpM_w-AC5V9pB4AaABAg,Vichin H,早餐店那段👍,0,0,1,0,1,0,0,0,0
7Kkh75trAY4,UgwxfjQpqWH81BU03R14AaABAg,小邱Max,為什麼每次Nick都是工頭啦！笑鼠,0,0,0.7,0,0.3,0,0,0,0
7Kkh75trAY4,UgwCjGdSTwoolKJRrKp4AaABAg,小邱Max,"６：２５有回放+慢動作的

請自首",0,0,0,0,0,0,0,0,0
7Kkh75trAY4,Ugz2q7MxKnfihC-jsSV4AaABAg,晨黃,好想看花絮🤣,0,0,1,0,0.6,0,0,0,0
7Kkh75trAY4,UgwXCqjKGPi7H_yWKdV4AaABAg,黃心韻,最後一個牆壁其實畫得蠻好的,0,0,1,0,0.4,0,0,0,0
7Kkh75trAY4,UgzyRAPSQFEcJP6ncB54AaABAg,Poying Huang,看到男男推～可能下次也有女女劇情了😜,0,0,1,0,0.8,0,0,0,0
7Kkh75trAY4,UgxeNh-8qPXv4gSYKL14AaABAg,jason198400,茶水間的400次咖啡,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,Ugx2AzhjRGc3Uxlyv-N4AaABAg,張煒晟,"無言的os
這時候就是要…


抱緊旁邊的單身狗。",0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgyfFDc-NLDIX7zp6Qd4AaABAg,黃粽子,尼克為什麼講什麼都可以這麼色迷迷xDDDD,0,0,0.6,0,0.3,0,0,0,0
7Kkh75trAY4,UgzuUWITPPHTNnSbXw54AaABAg,Khor Wan,早餐店那 part真的演技爆棚耶,0,0,1,0,1,0,0,0,0
7Kkh75trAY4,UgzzbCg91tbGDn00dbR4AaABAg,張佐滔,好可憐😂😂,0,0,0.4,0,0.3,0,0,0,0
7Kkh75trAY4,UgzigFAjf0394yI_VcB4AaABAg,黃柏誌,早餐店好感人,0,0,1,0,0.3,0,0,0,0
7Kkh75trAY4,Ugzv8GPtJeSVtXKrAQp4AaABAg,韓文哲 柯國瑜,雙宿雙飛讓我想起某藝人,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgzrnAADWAmVhK6Ootl4AaABAg,Jin Hn,辣眼睛。。。。。。。,0,0,0,1,0.4,0,1,0,0
7Kkh75trAY4,UgwQcDbRgFBgrKMBZGh4AaABAg,。。,"有在早餐店自己抹吐司、跟找錢嗎？
我快笑死😄😄😄😄",1,0,0.7,0,0.3,0,0,0,0
7Kkh75trAY4,Ugyi5r6yCEe1-0ZxIIp4AaABAg,妈妈我想吃烤山药,看到两个男的出现就知道事情不妙,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,Ugx_OEx_8ZOQ7CSGxbN4AaABAg,222 111,18禁,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgyH5ffK0f1GZp6wQs14AaABAg,屁用酥,什麼？？我cp被逆了！！,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgygnFKRbMjh1QBN1ZZ4AaABAg,Leo Wu,兩張票有熱狗堡、吉拿棒跟飲料只要260 好便宜啊🤩,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgwTob0JWYyPXPYJjzV4AaABAg,peach juicy,被尼克調戲我可以❤️❤️❤️,0,0,1,0,0.4,0,0,0,0
7Kkh75trAY4,UgxURRT4maHIZBwsqfF4AaABAg,蜂蜜鮮奶茶,"1:51 ~ 3:13 展瑞聲音好酥
施工現場那段展瑞和尼克好基",0,0,0,0,0,0,0,0,0
7Kkh75trAY4,Ugx8J6OMkxyw_Qu7nb94AaABAg,ykk LK,是不是黃標了！！！！！！,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgwaX9tywEmCBPXu_bV4AaABAg,Wanlin Liu,早餐店確定不是演偶像劇？😂,0,0,0.6,0,0.3,0,0,0,0
7Kkh75trAY4,UgzgjC5ofbwdQu8HR4p4AaABAg,月圓之夜,兩位大哥修線上盒 逐漸母湯中,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgyTDEjf4sWwpPoOz6R4AaABAg,黃雨欣,你好，我叫黃雨欣，今年27歲，163/53，從事管理工作，無不良嗜好，因朋友圈很小，想在這里認真交個朋友，順其自然的那種，色狼和沒素質的勿擾，平時可能忙看不到信息，可以束負sq51235,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgzEDQOj1tECSzQuHnR4AaABAg,SoLaMi Smile,我的眼晴，鳴嗚🥺🥺🥺,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,Ugy0-nZhneVIFkoHnA94AaABAg,Zo Zo,早餐店那個笑到快要掛掉,0,0,0.8,0,0.5,0,0,0,0
7Kkh75trAY4,UgwuQwWag9TU8SnLkql4AaABAg,viann min,早餐店那段是拍偶像剧吗？,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,Ugx_ljjGyF8T5sa0OT94AaABAg,黃秀康,展榮這集好可憐啊！,0,0,0,1,0.4,0,1,0,0
7Kkh75trAY4,Ugx7CEKwefdl5hy8cfx4AaABAg,黃秀康,8:35  露娜女神表示 傻眼🤣,0,0,0.6,0,0.3,0,0,0,0
7Kkh75trAY4,Ugywjw2LatCmXVJvMDF4AaABAg,17晏榕,好好笑ㄛ,0,0,0.7,0,0.3,0,0,0,0
7Kkh75trAY4,UgxuJQRStr-wBGZcJ7J4AaABAg,Raveen Arcangel,E,0,1,0,0,0,0,0,0,0
7Kkh75trAY4,UgzsL4yUj4XJ3N18IRp4AaABAg,水拉,ha,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgxR7gJ5UJc9qTU98aB4AaABAg,許麗卿,超好笑，哈哈哈！,0,0,0.8,0,0.3,0,0,0,0
7Kkh75trAY4,Ugxu98kOhhPSaaqRXpp4AaABAg,nicole chew,最后一个笑死我了XDD,0,0,0.8,0,0.4,0,0,0,0
7Kkh75trAY4,UgxwEOuxsrZseQTrm514AaABAg,Qian *,早餐店那段好喜歡😍 展瑞真的好帥喔,0,0,1,0,1,0,0,0,0
7Kkh75trAY4,UgyDpmf70djHmJObiHh4AaABAg,Jumei Lee,以前還蠻嚮往職場戀情的⋯ 看完這篇瞬間覺得我還是放棄、不要傷害別人好了😂,0,0,0.6,0,0.3,0,0,0,0
7Kkh75trAY4,UgyVTWgrLrhvwsMVI694AaABAg,法輪功教主,爱群人哈哈哈哈哈哈❤,0,0,1,0,0.6,0,0,0,0
7Kkh75trAY4,UgztlIYCofvj-S63rRV4AaABAg,Yu Ruei,08:35有喵喵 🐱,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgzbYj6Th887-jb3ElR4AaABAg,Akira,你們也太好笑！！！！ 在只被關在家在環境，看你們的影片好療癒😂😂,0,0,1,0,0.8,0,0,0,0
7Kkh75trAY4,Ugz2FnnWZb54O6Sdxox4AaABAg,神奇洞洞,笑死,0,0,0.6,0,0.3,0,0,0,0
7Kkh75trAY4,UgyknXQAp2ODELQQU1V4AaABAg,wei chu kao,這個影片看不知道幾遍了哈哈哈還是很好笑,0,0,1,0,0.8,0,0,0,0
7Kkh75trAY4,UgzfC63fGTqOyswgl_54AaABAg,nimiwu,原來這些事情是真的發生過⋯,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgzpNJfGLTF2hJA2HoR4AaABAg,韓國瑜,過來韓老濕這裡,0,0,0,0,0,0,0,0,0
7Kkh75trAY4,Ugwy_6WkR_Ow9J6lGbt4AaABAg,596cathy,真的笑歪,0,0,0.7,0,0.3,0,0,0,0
7Kkh75trAY4,UgytpnUptnI-ldz6Arl4AaABAg,楊嵐媛 hope,"展榮
的手機套 在哪買的",0,0,0,0,0,0,0,0,0
7Kkh75trAY4,UgxTFVV-klhqdzP8_C54AaABAg,Min Fui Chai,展荣好可怜,0,0,0,1,0.3,0,1,0,0
