videoId,commentId,author,text,likeCount,replyCount,supportive,toxic,level,obscene,insult,threat,personal
ItlLsAkBzmU,UgyZbYb_bXlT3qs7Zix4AaABAg,小玉,"事實證明,台灣人其實都非常善良
 
 (但如果是100塊你們會撿嗎?",2689,330,1,0,0.4,0,0,0,0
ItlLsAkBzmU,UgxMoFrbIwGcma6WNJx4AaABAg,鄭新豫,屁孩嗎?,0,0,0,0.7,0.5,0,1,0,0
ItlLsAkBzmU,Ugzxxv-U9GaFV3vrG8h4AaABAg,阿毛胖胖鼠,"果然錢就會把人性引出來了
 干那綠色衣服ㄉ
 撿了不知道是誰的錢
 不會心虛嘛
 還腦羞
 有些人真的是不用錢是不知道他的真實本性",0,0,0,1,0.3,0,1,0,0
ItlLsAkBzmU,Ugy8XfdX7bf3nOTZhoR4AaABAg,林郁翔,一個大風就 呃呃呃,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgyGdC2BuQKyjS5TU4l4AaABAg,練柏辰,那個穿綠色衣服的人後來,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgzONm2lCdH2hSraZm14AaABAg,Viktor rinzler,又請演員,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgxvG00veZCfkLRHkW54AaABAg,羅正媚,我的話我就不會 拿,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,Ugzj9NXeWEMCIfVdYK94AaABAg,麥冰,"帶孫安佐去啦
 去了一定沒人敢嗆",0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgyHLlU627Xo6tKua_R4AaABAg,婷婷,那綠色衣應該是想拿錢吧,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgxlL3xLbz8bVMxg22B4AaABAg,游瑋瑋,傻逼樣，被打也剛好而已,0,0,0,1,0.4,0,1,0,0
ItlLsAkBzmU,UgzwM18Vl0jasRQKmvN4AaABAg,蔡明軒scp-173 客至平度,壞人嗰個呀 大曬呀 咁樣係唔尊重人呀嗰個人 下次呀一定要鬧嗰啲人呀 唔係咁善良㗎,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgwdOO4lz_nnzca09Hh4AaABAg,TIN YAN TSO,那个打人的他覺得3打1会打得过吗,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgzfcGsBBgHN4bal6ct4AaABAg,3AB,綠衣服聲音好娘...,0,0,0,1,0.3,1,0,0,0
ItlLsAkBzmU,UgyqO0QO_YEsuPz_b114AaABAg,報告班長,綠色衣服的人很白痴,0,0,0,1,0.3,0,1,0,0
ItlLsAkBzmU,Ugysh9Bf_X5PmVhgHCF4AaABAg,Rubbish SBS,你真的在用名聲換錢...不過你喜歡就行,1,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgwrxDs7CGK620d41Nt4AaABAg,台服拉茲第一空氣王,又是臨演，可憐阿~,2,1,0,1,0.4,0,1,0,0
ItlLsAkBzmU,UgwnbBTKiNxDFHmF0Oh4AaABAg,林素瑜,"小玉你最好不要亂來啊！
 不然又被那個××罵了！",1,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgyCaozKkYp0QIFC0rJ4AaABAg,指路明燈,"我不是玉粉，甚至曾經是小玉的酸民。
 但我這次支持小玉，那個男衣男子真的很不講道理，錢也不是屬於你的，拿別人的錢算了，被人發現還大發脾氣，怒罵別人、動手動腳，這種人真不可理喻。",0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,Ugy6luZK0DRmkiMNA7J4AaABAg,劉永濬,小心喔不要太隨便來喔小玉,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgzS94qvrG-rTP5fpgl4AaABAg,Giyu x Shigaraki the nyancat,"这个事情我有看过，在几个星期前，我路过马路时，发现到有一架IPHONE11。
 然后我拿去给附近的警察局。
 
 
 
 
 最后那个手机的主人要给我1000台湾币，但是我还是没有拿他的1000台湾币。",0,1,0,0,0,0,0,0,0
ItlLsAkBzmU,UgwgDVoUXZ7DkQykkZJ4AaABAg,Kwanho Wong,我想攻擊你這個人肯定就是壞人，一定就是個小偷,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgyfR7ElKRp27N8K7yl4AaABAg,Enzk,"最討厭台灣這種神經病（綠衣男可憐）
 講話還講不清楚
 自己想撿還在裝兇",0,0,0,1,0.3,0,1,0,0
ItlLsAkBzmU,Ugxyzx9e1jJw1NRguhF4AaABAg,ZXCVB ASDFG,下次做實驗，有禮貌一點，給錢,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,Ugwsk05LGQD7B1RhCX94AaABAg,范范带娣,那位神经病的男子以为自己很壮就可 为所欲为，地上有钱他就拾。那小玉 以后你把笑笑的玛莎拉蒂放在马车路旁并且写免费赠送玛莎拉蒂。如果还会遇到那个神经病男子的话，就直接报警。不要在跟他吵了，和他吵也是废的。😡😡😡,0,0,0,0.5,0.5,0,1,0,0
ItlLsAkBzmU,Ugx_GUndrWzh3EGHkC94AaABAg,康博諺,應該直接請一個警察朋友一起,0,0,0,0,0,0,0,0,0
ItlLsAkBzmU,UgyZPh0iznGJtvu3PK14AaABAg,陳柏諭,如果是他推我，我直接讓他看不到明天的太陽,0,1,0,1,0.4,0,0,1,0
ItlLsAkBzmU,Ugxv0hshVuZEmbJ9sMx4AaABAg,Yi Zhen Li,"最後一個讓我超傻眼...🤦‍♀
 想偷拿走錢結果被發現 然後還惱羞成怒...",0,0,0,0.5,0.4,0,1,0,0
ItlLsAkBzmU,UgwKpyffwRtaJkh1K2B4AaABAg,辜亦 遊戲實況,"淦
 我有看到誒
 早知道要撿了
 直接跑走",0,0,0,0,0,0,0,0,0
