videoId,commentId,author,text,likeCount,replyCount,supportive,toxic,level,obscene,insult,threat,personal
4qUCQ40tKLk,UgzYOsTjnjkJk12YSJV4AaABAg,紳士,fortnite跟塔科夫 在華人圈比較少 但國外比較是主流,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugyvn7sr00e9-dEwu-t4AaABAg,肖潇,和平精英也有皮肤致敬了“大逃杀”,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugzzzn7ywzujkCWfW1l4AaABAg,洪冠昇,大逃殺的電影片還在我家呢,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgxT39k4y03Lp51VGQl4AaABAg,小号,apex那个交流系统和标记系统是从战地里拿过来的吧?,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugwf6i5XM9pxw43EetV4AaABAg,無香料,"這世界本來有很多美好的遊戲
直到中國人普及了翻牆",0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgypdnRHMb0lTNm5S-x4AaABAg,Danny Yoon,看了半天 最后发现是业配广告,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugxy7jaXC3dTCN4x2Ct4AaABAg,林旭政,3D暈末期患者表示:,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgyQEvf9vZk963xtGZF4AaABAg,Tong Tommy,真實世界就是大逃殺,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgzHYY-hY_WrtPifCoB4AaABAg,More Girl,pog,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugyt2b_TlIyd5qCbuJ54AaABAg,杨阳羊,FOENITE 之前，我最先接触的手游是CD.  但是fornit 还没出呢。。。,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugxm_tXDRCuEq9cU1A14AaABAg,PEGGY L,"大逃殺的小說很讚，電影翻拍的跟屎一樣...
小說內高潮迭起和角色間的情感變化全部變得平淡無比，滕原龍也演得很爛!!!!!!!!!!!!",0,0,0,0.6,0.4,0,1,0,0
4qUCQ40tKLk,UgwJpWpKn4NmV_sjgdt4AaABAg,Taylor Lu,"我只能說你成功了!
我下載了APEX
哈哈哈哈!!",0,0,1,0,0.6,0,0,0,0
4qUCQ40tKLk,UgwIEGSuHJsyMVe06o94AaABAg,懶大蟲,怎麼沒有黑暗之魂的大逃殺啊？,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgzilLeEX1No62_WvMd4AaABAg,Sam Ling,大逃杀这一翻译其实不太好，没有Battle Royale的神韵，我自己把它理解为锦标战,0,0,0,0.7,0.5,0,1,0,0
4qUCQ40tKLk,Ugwk3ShC0ulvk83YFAl4AaABAg,Lim ji yeon,哎，九阴感觉贼好玩，本来说九阴2要出，现在又没了消息,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgyFGGvzSX7dl0cUU7F4AaABAg,Salted Fish,EA 收了 Respawn 真的是撿到寶了,0,0,1,0,0.3,0,0,0,0
4qUCQ40tKLk,UgxBwfRcfrJUieTLPMh4AaABAg,tissue寬,玩輔助是因為你多掌握了隊友生命，一言不合就斷補,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgxijjbYoI_6Cd8kxpt4AaABAg,林美伶,所以Fort是建築版的PUBG?,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgzZQcebQuTpTRf19FV4AaABAg,小甲司頂,"一輩子跟大逃殺遊戲絕緣
因為我會3D暈",0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgwMSuKSFBczoHluW4B4AaABAg,呂廷恩,現在最新  COD,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgyuYITzikVVQcNgJ1F4AaABAg,行走的烧猪,很多游戏都说自己不是pay to win但是皮肤就有各种buff然后原装就没有比如皮肤加攻击8 相当于两件小武器了。。所以怎么完全是免费呢？,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgyaVfPSZs5JbhEctLF4AaABAg,希浦諾斯。καi仁,任何射擊遊戲都逃不過小粉紅開發外掛的侵襲😂,0,0,0.6,0,0.4,0,0,0,0
4qUCQ40tKLk,Ugy1LIIZzC0TLh3XY454AaABAg,ANDERSONSERVER A,以前就玩過飢餓遊戲伺服器 沒想到近幾年能如此熱烈,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgwV0KV3v5Fsn4BAvl94AaABAg,YTHi巧克巢,很懷念，現在很少人在玩mcsg,0,0,1,0,0.4,0,0,0,0
4qUCQ40tKLk,UgyrXSDB5bsudV4CBwp4AaABAg,尤昱翔,BR網頁版也太懷念了！,0,0,1,0,0.4,0,0,0,0
4qUCQ40tKLk,UgyxV3BUVVozn9jp8Zp4AaABAg,無名果醬,"等等，送到島上自相殘殺？
總感覺好像想到什麼遊戲",0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgwPMUgYdjzXGWTLxq94AaABAg,Aa Aa,"天吶，我是那20%的其中一個
我不看吃雞實況",0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugx9FkCciVu6fNEaFON4AaABAg,大日本帝國,然而都因為外掛而殞落,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugx7mkSSMql6bErXqT54AaABAg,王燕青,rust,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgwAoDW3RUTZAXA--fl4AaABAg,你好嗨,第三季！,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgwkiByU5u0Yqs3BR414AaABAg,Emi_R,"我玩Apex超卡欸……
明明是950 幾年前的高階卡",0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugy5BLeSW8n77zPv2Ax4AaABAg,Hsuan Kuo,Fortnite在創意跟遊戲內容運營上真的做的很棒，遊戲本身的核心系統也很solid，可惜在台灣因為畫風、語言隔閡跟學習門檻高一直都紅不起來.....,0,0,0.8,0,0.4,0,0,0,0
4qUCQ40tKLk,Ugzp_U7FikF23X9tv-h4AaABAg,Jy鬆餅,決勝時刻：現代戰爭 是我玩過最真實的槍戰遊戲,0,0,1,0,0.4,0,0,0,0
4qUCQ40tKLk,Ugyq1slhdB5WB9duKad4AaABAg,UnknownUser,看完全集小說，很讚，但是電影改編部分真的不少…,0,0,1,0,0.5,0,0,0,0
4qUCQ40tKLk,Ugy_sUse0JWrTTFdFAB4AaABAg,嘉禎,殺戮都市和BTOOOM!這類漫畫也都是大逃殺類的吧。,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgzET1_mJuOKickrNwp4AaABAg,林呈恩,後面有jojo,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugx6OEt637rzWDCzLXl4AaABAg,Lee fish,49實際上玩起來非常困難阿，雖然是卡通風格，但是建造速度和正確性影響了勝負,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,Ugzk4AG9U1D80_5l_WN4AaABAg,M.L Ann,當年看小說大逃殺超震撼！,0,0,0.3,0,0.5,0,0,0,0
4qUCQ40tKLk,UgwZMFm65-gq7cvL8CF4AaABAg,小明,寶可夢大逃殺 Pokemon Battle Royal,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgyVeEZufuFjbyHQv094AaABAg,David Lee,"很喜歡你的頻道，也不反對業配，但這樣的結合方式會讓觀眾覺得自己被耍了(至少我是)，前面看這麼認真結果後面沒有進入結論，而是業配結尾，如此半套的知識其實Google一下也可以找到，大逃殺的相關主題也很多國內外YT做過，但就是因為我喜歡你的敘述方式，想聽聽你對這樣的現象有什麼獨特見解，結果...業配？
個人建議...業配的話可以直接切一個段落出來，業配完再回到原本主題，不用刻意神不知鬼不覺的帶到業配，這樣反而讓我更出戲，也會覺得前面科普只為了鋪陳業配，給人虎頭蛇尾的感覺。
參考看看～祝頻道長紅。",0,0,1,0,1,0,0,0,0
4qUCQ40tKLk,Ugx5-hbJm4bJA3f4poB4AaABAg,腰果,後面有歐叔和賣魚強,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgxuiUDxp-yEHRNkFYl4AaABAg,蔡榮欅,"想聽即時戰略遊戲的介紹,尤其是紅色警戒系列",0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgxltONLyYmjOLqaPTx4AaABAg,【韓服頂尖系列】英雄聯盟 Korea League of legends 頻道,"大逃殺電影後來還有第二集
不過沒那麼好看了",0,0,0,0.5,0.3,0,1,0,0
4qUCQ40tKLk,Ugxf2UN7aNK-9tgpEW94AaABAg,Diego Fan,我都玩狙擊手！,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgyUoNFs1cSq3e-57wR4AaABAg,起司,後面有點覺得是在工商餒~,0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgyLa_lGcV9oxqHXrXd4AaABAg,葉仕文,"apex意外紅起來得遊戲，EA和重生工作室一開始以為是這個會暴死。


當初跟聖歌在一起推出時根本就是把注意力放在聖歌，沒想到是一個以為會暴死得遊戲贏過關注大的遊戲。(EA不只炸掉遊戲也不會看遊戲呢~棒棒的公司)",0,0,0,0,0,0,0,0,0
4qUCQ40tKLk,UgwvXN-Zyv_Zc99bD2h4AaABAg,雷冥爾·涅格,結果是工商?!,0,0,0,0,0,0,0,0,0
